 	Label	X	Y	Major	Minor	Angle
546	CombinedStack-1.tif:YPR_042715_021_RFPstack_036	153.287	97.559	32.583	28.566	157.748
547	CombinedStack-1.tif:YPR_042715_021_RFPstack_036	120.987	126.386	96.563	73.299	13.263
548	CombinedStack-1.tif:YPR_042715_023_RFPstack_037	157.391	89.170	62.300	54.138	57.260
549	CombinedStack-1.tif:YPR_042715_023_RFPstack_037	108.162	152.880	108.933	87.943	41.866
550	CombinedStack-1.tif:YPR_042715_028_RFPstack_040	125.032	129.044	91.769	77.780	22.928
551	CombinedStack-1.tif:YPR_042715_028_RFPstack_041	126.735	120.592	75.158	60.208	139.342
552	CombinedStack-1.tif:YPR_042715_032_RFPstack_043	106.045	97.504	68.199	47.215	128.027
553	CombinedStack-1.tif:YPR_042715_032_RFPstack_043	140.709	157.496	79.963	65.746	72.801
554	CombinedStack-1.tif:YPR_042715_032_RFPstack_044	128.080	125.187	69.593	62.443	132.852
555	CombinedStack-1.tif:YPR_042715_032_RFPstack_045	127.041	125.816	87.821	64.140	37.746
556	CombinedStack-1.tif:YPR_042715_032_RFPstack_047	120.042	119.441	101.908	82.736	174.554
557	CombinedStack-1.tif:YPR_042715_032_RFPstack_047	171.040	143.066	34.956	28.848	133.277
558	CombinedStack-1.tif:YPR_042715_034_RFPstack_048	127.918	118.020	77.408	53.408	17.490
559	CombinedStack-1.tif:YPR_042715_034_RFPstack_049	127.585	121.909	93.786	69.821	116.123
560	CombinedStack-1.tif:YPR_042715_034_RFPstack_050	138.030	118.610	79.167	59.395	17.363
561	CombinedStack-1.tif:YPR_042715_034_RFPstack_050	84.461	137.357	30.493	26.640	0.583
562	CombinedStack-1.tif:YPR_042715_036_RFPstack_051	87.772	117.609	53.838	40.629	166.722
563	CombinedStack-1.tif:YPR_042715_036_RFPstack_051	147.507	125.220	84.549	64.273	174.997
564	CombinedStack-1.tif:YPR_042715_036_RFPstack_052	127.090	107.080	81.736	72.030	39.673
565	CombinedStack-1.tif:YPR_042715_036_RFPstack_052	129.458	153.452	38.648	34.888	5.284
566	CombinedStack-1.tif:YPR_042715_036_RFPstack_053	128.122	130.481	76.117	62.861	10.105
567	CombinedStack-1.tif:YPR_042715_038_RFPstack_055	127.187	126.138	80.345	58.286	134.757
568	CombinedStack-1.tif:YPR_042715_038_RFPstack_056	124.683	128.444	89.579	70.343	8.762
569	CombinedStack-1.tif:YPR_042915_005_RFPstack_058	113.938	83.220	65.495	52.022	119.433
570	CombinedStack-1.tif:YPR_042915_005_RFPstack_058	133.834	157.953	93.496	62.861	74.850
571	CombinedStack-1.tif:YPR_042915_007_RFPstack_062	105.257	88.978	30.165	26.212	1.712
572	CombinedStack-1.tif:YPR_042915_007_RFPstack_062	129.136	138.312	86.717	75.954	96.855
573	CombinedStack-1.tif:YPR_042915_007_RFPstack_064	127.408	123.272	74.385	57.941	157.664
574	CombinedStack-1.tif:YPR_042915_009_RFPstack_067	140.044	121.986	93.469	75.398	36.039
575	CombinedStack-1.tif:YPR_042915_009_RFPstack_067	81.656	148.601	43.374	38.866	16.410
576	CombinedStack-1.tif:YPR_042915_012_RFPstack_071	125.660	127.311	88.329	74.755	123.182
577	CombinedStack-1.tif:YPR_042915_012_RFPstack_072	160.618	115.858	55.356	51.131	19.226
578	CombinedStack-1.tif:YPR_042915_012_RFPstack_072	98.119	134.547	81.888	67.247	179.720
579	CombinedStack-1.tif:YPR_042915_016_RFPstack_079	128.002	122.127	98.798	69.592	60.093
580	CombinedStack-1.tif:YPR_042915_016_RFPstack_080	125.722	121.783	99.713	75.287	136.653
581	CombinedStack-1.tif:YPR_042915_016_RFPstack_081	126.547	120.540	74.915	58.755	110.247
582	CombinedStack-1.tif:YPR_042915_016_RFPstack_082	126.285	122.736	83.691	67.335	66.191
583	CombinedStack-1.tif:YPR_042915_016_RFPstack_083	129.127	126.513	90.770	64.118	10.075
584	CombinedStack-1.tif:YPR_042915_020_RFPstack_086	128.618	120.141	95.938	74.586	63.938
585	CombinedStack-1.tif:YPR_042915_020_RFPstack_087	128.203	129.947	86.837	57.301	154.325
586	CombinedStack-1.tif:YPR_042915_020_RFPstack_088	129.722	123.127	81.852	69.392	15.501
587	CombinedStack-1.tif:YPR_042915_022_RFPstack_089	77.113	99.586	16.538	12.549	157.688
588	CombinedStack-1.tif:YPR_042915_022_RFPstack_089	130.902	118.911	95.659	61.746	157.202
589	CombinedStack-1.tif:YPR_042915_022_RFPstack_090	156.499	89.845	53.472	42.337	42.529
590	CombinedStack-1.tif:YPR_042915_022_RFPstack_090	107.275	139.053	93.348	75.087	75.572
591	CombinedStack-1.tif:YPR_042915_022_RFPstack_091	103.220	87.334	69.436	52.645	137.317
592	CombinedStack-1.tif:YPR_042915_022_RFPstack_091	143.598	147.082	78.679	74.683	110.035
593	CombinedStack-1.tif:YPR_042915_022_RFPstack_092	125.117	124.601	82.404	76.916	13.496
594	CombinedStack-1.tif:YPR_042915_022_RFPstack_093	128.527	115.767	96.694	78.716	29.638
595	CombinedStack-1.tif:YPR_042915_022_RFPstack_093	105.858	166.548	34.048	32.684	43.545
596	CombinedStack-1.tif:YPR_042915_026_RFPstack_097	126.194	122.505	66.418	60.750	163.696
597	CombinedStack-1.tif:YPR_042915_028_RFPstack_099	92.111	91.145	52.718	49.753	156.954
598	CombinedStack-1.tif:YPR_042915_028_RFPstack_099	145.504	141.872	96.781	67.779	100.874
599	CombinedStack-1.tif:YPR_052315_001_RFPstack_000	139.221	100.364	81.997	70.776	46.631
600	CombinedStack-1.tif:YPR_052315_001_RFPstack_000	112.072	167.742	65.537	55.505	81.708
601	CombinedStack-1.tif:YPR_052315_001_RFPstack_001	147.246	123.978	106.383	83.779	81.803
602	CombinedStack-1.tif:YPR_052315_001_RFPstack_001	95.274	162.966	45.499	38.982	24.404
603	CombinedStack-1.tif:YPR_052315_004_RFPstack_002	132.041	96.447	104.033	85.806	30.151
604	CombinedStack-1.tif:YPR_052315_004_RFPstack_002	109.401	170.952	60.305	58.188	68.765
605	CombinedStack-1.tif:YPR_052315_004_RFPstack_003	124.708	127.179	102.451	76.157	22.011
606	CombinedStack-1.tif:YPR_052315_004_RFPstack_004	125.349	120.029	64.798	61.385	59.864
607	CombinedStack-1.tif:YPR_052315_004_RFPstack_005	124.986	130.320	99.712	73.384	29.649
608	CombinedStack-1.tif:YPR_052315_006_RFPstack_006	138.549	94.076	95.181	81.466	72.311
609	CombinedStack-1.tif:YPR_052315_006_RFPstack_006	109.539	170.164	71.177	63.790	51.246
610	CombinedStack-1.tif:YPR_052315_006_RFPstack_007	127.812	121.456	90.916	66.297	115.104
611	CombinedStack-1.tif:YPR_052315_006_RFPstack_007	143.943	173.625	21.305	15.239	175.302
612	CombinedStack-1.tif:YPR_052315_006_RFPstack_008	84.109	113.366	47.295	43.343	34.478
613	CombinedStack-1.tif:YPR_052315_006_RFPstack_008	148.525	124.597	91.905	78.247	14.419
614	CombinedStack-1.tif:YPR_052315_006_RFPstack_009	121.974	122.408	68.949	63.229	78.990
615	CombinedStack-1.tif:YPR_052315_008_RFPstack_010	128.623	122.046	76.316	74.577	64.964
616	CombinedStack-1.tif:YPR_052315_008_RFPstack_011	132.141	120.192	95.404	69.558	151.320
617	CombinedStack-1.tif:YPR_052315_008_RFPstack_011	79.875	122.603	23.776	22.866	136.377
618	CombinedStack-1.tif:YPR_052315_008_RFPstack_012	125.072	131.014	82.801	64.000	33.008
619	CombinedStack-1.tif:YPR_052315_008_RFPstack_013	122.904	128.620	95.525	77.028	111.061
620	CombinedStack-1.tif:YPR_052315_010_RFPstack_014	125.303	125.760	80.638	64.958	170.020
621	CombinedStack-1.tif:YPR_052315_012_RFPstack_015	139.022	113.613	101.635	91.126	37.819
622	CombinedStack-1.tif:YPR_052315_012_RFPstack_015	93.397	169.530	47.751	43.942	34.432
623	CombinedStack-1.tif:YPR_052315_012_RFPstack_016	159.736	106.714	23.406	17.026	123.225
624	CombinedStack-1.tif:YPR_052315_012_RFPstack_016	119.257	126.934	104.193	82.216	86.374
625	CombinedStack-1.tif:YPR_052315_014_RFPstack_017	121.538	130.135	76.100	60.399	97.735
626	CombinedStack-1.tif:YPR_052315_014_RFPstack_018	76.990	118.738	32.350	30.542	131.461
627	CombinedStack-1.tif:YPR_052315_014_RFPstack_018	139.167	126.661	94.492	70.055	159.919
628	CombinedStack-1.tif:YPR_052315_014_RFPstack_019	124.129	99.954	106.205	61.537	84.119
629	CombinedStack-1.tif:YPR_052315_014_RFPstack_019	130.045	174.120	60.309	49.803	96.465
630	CombinedStack-1.tif:YPR_052315_016_RFPstack_020	112.378	95.991	90.608	81.981	107.594
631	CombinedStack-1.tif:YPR_052315_016_RFPstack_020	146.428	168.688	67.097	56.814	114.353
632	CombinedStack-1.tif:YPR_052315_018_RFPstack_021	125.521	128.248	84.887	71.726	136.131
633	CombinedStack-1.tif:YPR_052315_018_RFPstack_022	125.127	79.811	18.036	13.624	72.220
634	CombinedStack-1.tif:YPR_052315_018_RFPstack_022	129.048	128.949	96.377	76.994	100.673
635	CombinedStack-1.tif:YPR_052315_020_RFPstack_023	124.465	94.912	82.560	73.748	124.582
636	CombinedStack-1.tif:YPR_052315_020_RFPstack_023	118.447	160.967	66.663	59.820	71.420
637	CombinedStack-1.tif:YPR_052315_020_RFPstack_024	124.654	129.133	74.207	62.884	20.320
638	CombinedStack-1.tif:YPR_052315_020_RFPstack_025	129.540	130.278	96.819	84.257	174.859
639	CombinedStack-1.tif:YPR_052315_022_RFPstack_026	113.589	87.104	77.650	50.946	104.384
640	CombinedStack-1.tif:YPR_052315_022_RFPstack_026	144.186	163.486	82.499	74.636	116.094
641	CombinedStack-1.tif:YPR_052315_022_RFPstack_027	126.489	130.546	94.270	77.635	105.068
642	CombinedStack-1.tif:YPR_052315_024_RFPstack_029	103.500	106.458	92.832	72.569	174.168
643	CombinedStack-1.tif:YPR_052315_024_RFPstack_029	164.239	144.004	71.238	58.642	149.436
644	CombinedStack-1.tif:YPR_052315_024_RFPstack_030	107.156	97.065	90.100	61.514	141.036
645	CombinedStack-1.tif:YPR_052315_024_RFPstack_030	157.565	157.956	70.363	55.788	124.525
646	CombinedStack-1.tif:YPR_052315_027_RFPstack_032	164.794	106.561	61.797	52.189	16.221
647	CombinedStack-1.tif:YPR_052315_027_RFPstack_032	104.763	135.522	90.467	79.688	146.248
648	CombinedStack-1.tif:YPR_052315_029_RFPstack_033	96.662	93.160	41.741	35.323	139.332
649	CombinedStack-1.tif:YPR_052315_029_RFPstack_033	139.491	134.916	87.643	72.420	129.220
650	CombinedStack-1.tif:YPR_052315_031_RFPstack_034	133.302	88.751	87.447	72.101	95.931
651	CombinedStack-1.tif:YPR_052315_031_RFPstack_034	114.532	166.116	72.382	53.001	88.457
652	CombinedStack-1.tif:YPR_052315_033_RFPstack_035	162.094	98.969	60.157	42.648	31.567
653	CombinedStack-1.tif:YPR_052315_033_RFPstack_035	99.801	139.309	91.408	72.265	26.970
654	CombinedStack-1.tif:YPR_052315_033_RFPstack_036	112.453	81.246	81.132	57.548	102.466
655	CombinedStack-1.tif:YPR_052315_033_RFPstack_036	128.893	162.554	90.418	80.083	68.148
656	CombinedStack-1.tif:YPR_052315_033_RFPstack_037	126.646	125.172	78.906	68.337	36.960
657	CombinedStack-1.tif:YPR_052315_033_RFPstack_038	124.849	123.112	96.783	82.630	19.051
658	CombinedStack-1.tif:YPR_052315_033_RFPstack_039	128.236	123.486	69.037	64.181	24.779
659	CombinedStack-1.tif:YPR_052315_033_RFPstack_040	99.830	93.744	49.251	36.554	144.098
660	CombinedStack-1.tif:YPR_052315_033_RFPstack_040	140.419	140.658	84.594	68.468	126.676
